date,centre_id,centre_name,centre_type,district_id,medicine_id,medicine_name,medicine_category,current_stock,minimum_stock,maximum_stock,stock_to_min_ratio,days_since_last_restock,last_restock_quantity,dispensed_qty_today,dispensed_qty_7d_avg,dispensed_qty_14d_avg,dispensed_qty_30d_avg,dispensed_qty_7d_std,consumption_trend_7_30,day_of_week,month,is_weekend,is_monsoon,days_until_stockout
2026-06-08,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,511,140,900,3.65,3,500,31,24.57,22.86,22.07,4.96,1.114,0,6,0,1,60.0
2026-06-09,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,474,140,900,3.386,4,500,37,25.43,23.5,22.43,5.53,1.134,1,6,0,1,60.0
2026-06-10,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,445,140,900,3.179,5,500,29,26.29,24.21,23.07,6.85,1.14,2,6,0,1,60.0
2026-06-11,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,420,140,900,3.0,6,500,25,26.86,24.36,23.23,6.89,1.156,3,6,0,1,60.0
2026-06-12,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,387,140,900,2.764,7,500,33,26.43,24.43,23.37,6.9,1.131,4,6,0,1,60.0
2026-06-13,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,370,140,900,2.643,8,500,17,27.86,25.79,23.6,7.1,1.18,5,6,1,1,60.0
2026-06-14,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,358,140,900,2.557,9,500,12,26.71,25.43,23.37,8.2,1.143,6,6,1,1,60.0
2026-06-15,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,339,140,900,2.421,10,500,19,26.29,25.43,23.13,8.96,1.136,0,6,0,1,60.0
2026-06-16,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,317,140,900,2.264,11,500,22,24.57,25,23,9.05,1.068,1,6,0,1,60.0
2026-06-17,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,287,140,900,2.05,12,500,30,22.43,24.36,23.2,7.21,0.967,2,6,0,1,60.0
2026-06-18,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,268,140,900,1.914,13,500,19,22.57,24.71,23.4,7.37,0.965,3,6,0,1,60.0
2026-06-19,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,243,140,900,1.736,14,500,25,21.71,24.07,23.37,7.39,0.929,4,6,0,1,60.0
2026-06-20,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,223,140,900,1.593,15,500,20,20.57,24.21,23.43,5.8,0.878,5,6,1,1,60.0
2026-06-21,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,193,140,900,1.379,16,500,30,21,23.86,23.23,5.6,0.904,6,6,1,1,60.0
2026-06-22,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,167,140,900,1.193,17,500,26,23.57,24.93,23.7,4.86,0.995,0,6,0,1,60.0
2026-06-23,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,131,140,900,0.936,18,500,36,24.57,24.57,23.73,4.47,1.035,1,6,0,1,60.0
2026-06-24,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,611,140,900,4.364,0,500,20,26.57,24.5,24.37,6.0,1.09,2,6,0,1,60.0
2026-06-25,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,584,140,900,4.171,1,500,27,25.14,23.86,24.3,6.23,1.035,3,6,0,1,60.0
2026-06-26,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,561,140,900,4.007,2,500,23,26.29,24,24.3,5.62,1.082,4,6,0,1,60.0
2026-06-27,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,532,140,900,3.8,3,500,29,26,23.29,24.17,5.74,1.076,5,6,1,1,60.0
2026-06-28,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,522,140,900,3.729,4,500,10,27.29,24.14,24.33,5.15,1.121,6,6,1,1,60.0
2026-06-29,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,496,140,900,3.543,5,500,26,24.43,24,24.2,8.1,1.009,0,6,0,1,60.0
2026-06-30,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,470,140,900,3.357,6,500,26,24.43,24.5,24.33,8.1,1.004,1,6,0,1,60.0
2026-07-01,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,449,140,900,3.207,7,500,21,23,24.79,24.8,6.43,0.927,2,7,0,1,60.0
2026-07-02,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,417,140,900,2.979,8,500,32,23.14,24.14,24.67,6.36,0.938,3,7,0,1,60.0
2026-07-03,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,395,140,900,2.821,9,500,22,23.86,25.07,24.7,7.1,0.966,4,7,0,1,60.0
2026-07-04,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,368,140,900,2.629,10,500,27,23.71,24.86,24.6,7.13,0.964,5,7,1,1,60.0
2026-07-05,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,354,140,900,2.529,11,500,14,23.43,25.36,24.57,6.92,0.954,6,7,1,1,60.0
2026-07-06,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,331,140,900,2.364,12,500,23,24,24.21,24.27,5.69,0.989,0,7,0,1,60.0
2026-07-07,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,308,140,900,2.2,13,500,23,23.57,24,24.2,5.62,0.974,1,7,0,1,60.0
2026-07-08,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,279,140,900,1.993,14,500,29,23.14,23.07,24.47,5.52,0.946,2,7,0,1,60.0
2026-07-09,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,252,140,900,1.8,15,500,27,24.29,23.71,24.4,5.82,0.995,3,7,0,1,60.0
2026-07-10,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,227,140,900,1.621,16,500,25,23.57,23.71,24.07,4.96,0.979,4,7,0,1,60.0
2026-07-11,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,197,140,900,1.407,17,500,30,24,23.86,23.93,4.93,1.003,5,7,1,1,60.0
2026-07-12,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,178,140,900,1.271,18,500,19,24.43,23.93,24.1,5.35,1.014,6,7,1,1,60.0
2026-07-13,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,639,140,900,4.564,0,500,39,25.14,24.57,23.63,3.85,1.064,0,7,0,1,60.0
2026-07-14,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,596,140,900,4.257,1,500,43,27.43,25.5,24.37,6.32,1.126,1,7,0,1,60.0
2026-07-15,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,564,140,900,4.029,2,500,32,30.29,26.71,25.4,8.22,1.192,2,7,0,1,60.0
2026-07-16,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,536,140,900,3.829,3,500,28,30.71,27.5,25.83,8.22,1.189,3,7,0,1,60.0
2026-07-17,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,510,140,900,3.643,4,500,26,30.86,27.21,26.03,8.15,1.185,4,7,0,1,60.0
2026-07-18,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,480,140,900,3.429,5,500,30,31,27.5,25.9,8.04,1.197,5,7,1,1,60.0
2026-07-19,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,466,140,900,3.329,6,500,14,31,27.71,26.27,8.04,1.18,6,7,1,1,60.0
2026-07-20,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,434,140,900,3.1,7,500,32,30.29,27.71,25.9,9.39,1.169,0,7,0,1,60.0
2026-07-21,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,403,140,900,2.879,8,500,31,29.29,28.36,26.3,8.65,1.114,1,7,0,1,60.0
2026-07-22,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,369,140,900,2.636,9,500,34,27.57,28.93,26.33,6.37,1.047,2,7,0,1,60.0
2026-07-23,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,347,140,900,2.479,10,500,22,27.86,29.29,26.6,6.64,1.047,3,7,0,1,60.0
2026-07-24,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,324,140,900,2.314,11,500,23,27,28.93,26.13,7.0,1.033,4,7,0,1,60.0
2026-07-25,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,291,140,900,2.079,12,500,33,26.57,28.79,26.23,7.16,1.013,5,7,1,1,60.0
2026-07-26,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,272,140,900,1.943,13,500,19,27,29,26.43,7.48,1.021,6,7,1,1,60.0
2026-07-27,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,247,140,900,1.764,14,500,25,27.71,29,26.3,6.16,1.054,0,7,0,1,60.0
2026-07-28,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,219,140,900,1.564,15,500,28,26.71,28,26.17,5.91,1.021,1,7,0,1,60.0
2026-07-29,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,198,140,900,1.414,16,500,21,26.29,26.93,26.77,5.65,0.982,2,7,0,1,60.0
2026-07-30,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,175,140,900,1.25,17,500,23,24.43,26.14,26.6,4.76,0.918,3,7,0,1,60.0
2026-07-31,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,142,140,900,1.014,18,500,33,24.57,25.79,26.5,4.69,0.927,4,7,0,1,60.0
2026-08-01,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,620,140,900,4.429,0,500,22,26,26.29,26.9,5.57,0.967,5,8,1,1,60.0
2026-08-02,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,602,140,900,4.3,1,500,18,24.43,25.71,26.57,4.76,0.92,6,8,1,1,60.0
2026-08-03,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,569,140,900,4.064,2,500,33,24.29,26,26.43,4.96,0.919,0,8,0,1,60.0
2026-08-04,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,541,140,900,3.864,3,500,28,25.43,26.07,26.63,5.97,0.955,1,8,0,1,60.0
2026-08-05,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,512,140,900,3.657,4,500,29,25.43,25.86,27.1,5.97,0.938,2,8,0,1,60.0
2026-08-06,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,483,140,900,3.45,5,500,29,26.57,25.5,27.3,5.74,0.973,3,8,0,1,60.0
2026-08-07,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,468,140,900,3.343,6,500,15,27.43,26,27.5,5.56,0.997,4,8,0,1,60.0
2026-08-08,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,451,140,900,3.221,7,500,17,24.86,25.43,27.03,6.62,0.919,5,8,1,1,60.0
2026-08-09,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,440,140,900,3.143,8,500,11,24.14,24.29,26.7,7.22,0.904,6,8,1,1,60.0
2026-08-10,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,404,140,900,2.886,9,500,36,23.14,23.71,26.23,8.57,0.882,0,8,0,1,60.0
2026-08-11,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,377,140,900,2.693,10,500,27,23.57,24.5,26.43,9.2,0.892,1,8,0,1,60.0
2026-08-12,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,349,140,900,2.493,11,500,28,23.43,24.43,26.7,9.13,0.877,2,8,0,1,60.0
2026-08-13,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,329,140,900,2.35,12,500,20,23.29,24.93,26.33,9.03,0.884,3,8,0,1,60.0
2026-08-14,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,296,140,900,2.114,13,500,33,22,24.71,25.57,8.72,0.86,4,8,0,1,60.0
2026-08-15,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,273,140,900,1.95,14,500,23,24.57,24.71,25.6,8.96,0.96,5,8,1,1,60.0
2026-08-16,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,253,140,900,1.807,15,500,20,25.43,24.79,25.43,8.38,1.0,6,8,1,1,60.0
2026-08-17,8,Trichy Central CHC,CHC,3,17,Salbutamol,Respiratory,217,140,900,1.55,16,500,36,26.71,24.93,25.23,6.21,1.059,0,8,0,1,60.0
2025-08-18,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,251,98,630,2.561,12,350,13,14.0,14.0,14.0,0.0,1.0,0,8,0,1,60.0
2025-08-19,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,239,98,630,2.439,13,350,12,13,13,13,0.0,1.0,1,8,0,1,60.0
2025-08-20,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,222,98,630,2.265,14,350,17,12.5,12.5,12.5,0.71,1.0,2,8,0,1,60.0
2025-08-21,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,208,98,630,2.122,15,350,14,14,14,14,2.65,1.0,3,8,0,1,60.0
2025-08-22,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,195,98,630,1.99,16,350,13,14,14,14,2.16,1.0,4,8,0,1,60.0
2025-08-23,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,173,98,630,1.765,17,350,22,13.8,13.8,13.8,1.92,1.0,5,8,1,1,60.0
2025-08-24,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,166,98,630,1.694,18,350,7,15.17,15.17,15.17,3.76,1.0,6,8,1,1,60.0
2025-08-25,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,159,98,630,1.622,19,350,7,14,14,14,4.62,1.0,0,8,0,1,60.0
2025-08-26,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,142,98,630,1.449,20,350,17,13.14,13.12,13.12,5.34,1.001,1,8,0,1,60.0
2025-08-27,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,124,98,630,1.265,21,350,18,13.86,13.56,13.56,5.49,1.022,2,8,0,1,60.0
2025-08-28,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,105,98,630,1.071,22,350,19,14,14,14,5.6,1.0,3,8,0,1,60.0
2025-08-29,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,95,98,630,0.969,23,350,10,14.71,14.45,14.45,5.91,1.018,4,8,0,1,60.0
2025-08-30,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,70,98,630,0.714,24,350,25,14.29,14.08,14.08,6.16,1.014,5,8,1,1,60.0
2025-08-31,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,62,98,630,0.633,25,350,8,14.71,14.92,14.92,6.85,0.986,6,8,1,1,60.0
2025-09-01,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,43,98,630,0.439,26,350,19,14.86,14.43,14.43,6.67,1.03,0,9,0,1,60.0
2025-09-02,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,377,98,630,3.847,0,350,16,16.57,14.86,14.73,5.8,1.125,1,9,0,1,60.0
2025-09-03,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,360,98,630,3.673,1,350,17,16.43,15.14,14.81,5.8,1.109,2,9,0,1,60.0
2025-09-04,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,345,98,630,3.52,2,350,15,16.29,15.14,14.94,5.77,1.09,3,9,0,1,60.0
2025-09-05,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,330,98,630,3.367,3,350,15,15.71,15.21,14.94,5.65,1.052,4,9,0,1,60.0
2025-09-06,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,313,98,630,3.194,4,350,17,16.43,15.36,14.95,5.09,1.099,5,9,1,1,60.0
2025-09-07,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,299,98,630,3.051,5,350,14,15.29,15,15.05,3.5,1.016,6,9,1,1,60.0
2025-09-08,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,280,98,630,2.857,6,350,19,16.14,15.5,15,1.68,1.076,0,9,0,1,60.0
2025-09-09,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,259,98,630,2.643,7,350,21,16.14,16.36,15.18,1.68,1.063,1,9,0,1,60.0
2025-09-10,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,238,98,630,2.429,8,350,21,16.86,16.64,15.43,2.48,1.092,2,9,0,1,60.0
2025-09-11,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,223,98,630,2.276,9,350,15,17.43,16.86,15.67,2.94,1.112,3,9,0,1,60.0
2025-09-12,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,197,98,630,2.01,10,350,26,17.43,16.57,15.64,2.94,1.114,4,9,0,1,60.0
2025-09-13,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,180,98,630,1.837,11,350,17,19,17.71,16.04,4.12,1.185,5,9,1,1,60.0
2025-09-14,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,165,98,630,1.684,12,350,15,19,17.14,16.07,4.12,1.182,6,9,1,1,60.0
2025-09-15,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,148,98,630,1.51,13,350,17,19.14,17.64,16.04,3.93,1.194,0,9,0,1,60.0
2025-09-16,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,130,98,630,1.327,14,350,18,18.86,17.5,16.07,4.02,1.174,1,9,0,1,60.0
2025-09-17,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,113,98,630,1.153,15,350,17,18.43,17.64,16.13,3.91,1.142,2,9,0,1,60.0
2025-09-18,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,446,98,630,4.551,0,350,17,17.86,17.64,16.27,3.76,1.098,3,9,0,1,60.0
2025-09-19,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,431,98,630,4.398,1,350,15,18.14,17.79,16.43,3.58,1.104,4,9,0,1,60.0
2025-09-20,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,414,98,630,4.224,2,350,17,16.57,17.79,16.37,1.13,1.013,5,9,1,1,60.0
2025-09-21,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,402,98,630,4.102,3,350,12,16.57,17.79,16.47,1.13,1.006,6,9,1,1,60.0
2025-09-22,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,378,98,630,3.857,4,350,24,16.14,17.64,16.43,2.04,0.982,0,9,0,1,60.0
2025-09-23,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,362,98,630,3.694,5,350,16,17.14,18,16.5,3.63,1.039,1,9,0,1,60.0
2025-09-24,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,348,98,630,3.551,6,350,14,16.86,17.64,16.8,3.63,1.003,2,9,0,1,60.0
2025-09-25,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,336,98,630,3.429,7,350,12,16.43,17.14,17.03,3.78,0.964,3,9,0,1,60.0
2025-09-26,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,316,98,630,3.224,8,350,20,15.71,16.93,16.87,4.11,0.932,4,9,0,1,60.0
2025-09-27,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,302,98,630,3.082,9,350,14,16.43,16.5,16.93,4.39,0.97,5,9,1,1,60.0
2025-09-28,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,295,98,630,3.01,10,350,7,16,16.29,16.77,4.47,0.954,6,9,1,1,60.0
2025-09-29,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,272,98,630,2.776,11,350,23,15.29,15.71,16.67,5.5,0.917,0,9,0,1,60.0
2025-09-30,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,257,98,630,2.622,12,350,15,15.14,16.14,16.6,5.24,0.912,1,9,0,1,60.0
2025-10-01,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,243,98,630,2.48,13,350,14,15,15.93,16.83,5.23,0.891,2,10,0,1,60.0
2025-10-02,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,229,98,630,2.337,14,350,14,15,15.71,16.67,5.23,0.9,3,10,0,1,60.0
2025-10-03,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,213,98,630,2.173,15,350,16,15.29,15.5,16.6,5.09,0.921,4,10,0,1,60.0
2025-10-04,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,197,98,630,2.01,16,350,16,14.71,15.57,16.57,4.68,0.888,5,10,1,1,60.0
2025-10-05,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,190,98,630,1.939,17,350,7,15,15.5,16.6,4.69,0.904,6,10,1,1,60.0
2025-10-06,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,179,98,630,1.827,18,350,11,15,15.14,16.33,4.69,0.918,0,10,0,1,60.0
2025-10-07,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,168,98,630,1.714,19,350,11,13.29,14.21,16.13,3.25,0.823,1,10,0,1,60.0
2025-10-08,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,154,98,630,1.571,20,350,14,12.71,13.86,16.03,3.25,0.793,2,10,0,1,60.0
2025-10-09,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,140,98,630,1.429,21,350,14,12.71,13.86,15.87,3.25,0.801,3,10,0,1,60.0
2025-10-10,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,124,98,630,1.265,22,350,16,12.71,14,15.63,3.25,0.813,4,10,0,1,60.0
2025-10-11,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,112,98,630,1.143,23,350,12,12.71,13.71,15.47,3.25,0.822,5,10,1,1,60.0
2025-10-12,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,102,98,630,1.041,24,350,10,12.14,13.57,15.37,2.91,0.79,6,10,1,1,60.0
2025-10-13,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,85,98,630,0.867,25,350,17,12.57,13.79,14.83,2.15,0.848,0,10,0,1,60.0
2025-10-14,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,415,98,630,4.235,0,350,20,13.43,13.36,14.83,2.57,0.905,1,10,0,1,60.0
2025-10-15,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,401,98,630,4.092,1,350,14,14.71,13.71,15,3.3,0.981,2,10,0,1,60.0
2025-10-16,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,393,98,630,4.01,2,350,8,14.71,13.71,14.9,3.3,0.988,3,10,0,1,60.0
2025-10-17,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,378,98,630,3.857,3,350,15,13.86,13.29,14.57,4.18,0.951,4,10,0,1,60.0
2025-10-18,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,366,98,630,3.735,4,350,12,13.71,13.21,14.5,4.11,0.946,5,10,1,1,60.0
2025-10-19,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,356,98,630,3.633,5,350,10,13.71,12.93,14.33,4.11,0.957,6,10,1,1,60.0
2025-10-20,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,325,98,630,3.316,6,350,31,13.71,13.14,14.17,4.11,0.968,0,10,0,1,60.0
2025-10-21,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,303,98,630,3.092,7,350,22,15.71,14.57,14.63,7.76,1.074,1,10,0,1,60.0
2025-10-22,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,293,98,630,2.99,8,350,10,16,15.36,14.97,7.98,1.069,2,10,0,1,60.0
2025-10-23,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,274,98,630,2.796,9,350,19,15.43,15.07,14.5,8.28,1.064,3,10,0,1,60.0
2025-10-24,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,252,98,630,2.571,10,350,22,17,15.43,14.6,7.66,1.164,4,10,0,1,60.0
2025-10-25,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,227,98,630,2.316,11,350,25,18,15.86,14.87,7.81,1.211,5,10,1,1,60.0
2025-10-26,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,221,98,630,2.255,12,350,6,19.86,16.79,15.3,7.69,1.298,6,10,1,1,60.0
2025-10-27,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,205,98,630,2.092,13,350,16,19.29,16.5,14.83,8.64,1.3,0,10,0,1,60.0
2025-10-28,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,184,98,630,1.878,14,350,21,17.14,16.43,14.9,6.94,1.151,1,10,0,1,60.0
2025-10-29,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,167,98,630,1.704,15,350,17,17,16.5,15.37,6.83,1.106,2,10,0,1,60.0
2025-10-30,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,140,98,630,1.429,16,350,27,18,16.71,15.17,6.11,1.187,3,10,0,1,60.0
2025-10-31,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,120,98,630,1.224,17,350,20,19.14,18.07,15.57,7.01,1.23,4,10,0,1,60.0
2025-11-01,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,110,98,630,1.122,18,350,10,18.86,18.43,15.77,6.91,1.196,5,11,1,1,60.0
2025-11-02,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,102,98,630,1.041,19,350,8,16.71,18.29,15.63,7.02,1.069,6,11,1,1,60.0
2025-11-03,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,86,98,630,0.878,20,350,16,17,18.14,15.37,6.53,1.106,0,11,0,1,60.0
2025-11-04,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,70,98,630,0.714,21,350,16,17,17.07,15.37,6.53,1.106,1,11,0,1,60.0
2025-11-05,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,55,98,630,0.561,22,350,15,16.29,16.64,15.67,6.29,1.04,2,11,0,1,60.0
2025-11-06,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,37,98,630,0.378,23,350,18,16,17,15.8,6.3,1.013,3,11,0,1,60.0
2025-11-07,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,22,98,630,0.224,24,350,15,14.71,16.93,16.03,4.27,0.918,4,11,0,1,60.0
2025-11-08,8,Trichy Central CHC,CHC,3,18,Hydrocortisone,Corticosteroid,359,98,630,3.663,0,350,13,14,16.43,16.07,3.61,0.871,5,11,1,1,60.0
