date,ward_id,ward_name,centre_id,centre_name,centre_type,district_id,total_beds,current_occupied_beds,current_available_beds,current_occupancy_rate,occupied_lag_1d,occupied_lag_2d,occupied_lag_7d,occupied_lag_14d,occupied_7d_mean,occupied_14d_mean,occupied_7d_std,day_of_week,day_of_month,month,is_weekend,is_monsoon,target_occ_t1,target_rate_t1,target_occ_t2,target_rate_t2,target_occ_t3,target_rate_t3,target_occ_t4,target_rate_t4,target_occ_t5,target_rate_t5,target_occ_t6,target_rate_t6,target_occ_t7,target_rate_t7,target_occ_t8,target_rate_t8,target_occ_t9,target_rate_t9,target_occ_t10,target_rate_t10,target_occ_t11,target_rate_t11,target_occ_t12,target_rate_t12,target_occ_t13,target_rate_t13,target_occ_t14,target_rate_t14
2025-09-03,29,Maternity,10,Madurai South PHC,PHC,4,8,1,7,0.125,2,0,1,1,0.57,0.57,0.79,2,3,9,0,1,1,0.125,1,0.125,1,0.125,2,0.25,2,0.25,2,0.25,4,0.5,3,0.375,4,0.5,3,0.375,2,0.25,1,0.125,1,0.125,2,0.25
2025-09-04,29,Maternity,10,Madurai South PHC,PHC,4,8,1,7,0.125,1,2,0,0,0.57,0.57,0.79,3,4,9,0,1,1,0.125,1,0.125,2,0.25,2,0.25,2,0.25,4,0.5,3,0.375,4,0.5,3,0.375,2,0.25,1,0.125,1,0.125,2,0.25,5,0.625
2025-09-05,29,Maternity,10,Madurai South PHC,PHC,4,8,1,7,0.125,1,1,0,1,0.71,0.64,0.76,4,5,9,0,1,1,0.125,2,0.25,2,0.25,2,0.25,4,0.5,3,0.375,4,0.5,3,0.375,2,0.25,1,0.125,1,0.125,2,0.25,5,0.625,4,0.5
2025-09-06,29,Maternity,10,Madurai South PHC,PHC,4,8,1,7,0.125,1,1,1,0,0.86,0.64,0.69,5,6,9,1,1,2,0.25,2,0.25,2,0.25,4,0.5,3,0.375,4,0.5,3,0.375,2,0.25,1,0.125,1,0.125,2,0.25,5,0.625,4,0.5,4,0.5
2025-09-07,29,Maternity,10,Madurai South PHC,PHC,4,8,2,6,0.25,1,1,0,0,0.86,0.71,0.69,6,7,9,1,1,2,0.25,2,0.25,4,0.5,3,0.375,4,0.5,3,0.375,2,0.25,1,0.125,1,0.125,2,0.25,5,0.625,4,0.5,4,0.5,3,0.375
2025-09-08,29,Maternity,10,Madurai South PHC,PHC,4,8,2,6,0.25,2,1,0,1,1.14,0.86,0.69,0,8,9,0,1,2,0.25,4,0.5,3,0.375,4,0.5,3,0.375,2,0.25,1,0.125,1,0.125,2,0.25,5,0.625,4,0.5,4,0.5,3,0.375,4,0.5
2025-09-09,29,Maternity,10,Madurai South PHC,PHC,4,8,2,6,0.25,2,2,2,1,1.43,0.93,0.53,1,9,9,0,1,4,0.5,3,0.375,4,0.5,3,0.375,2,0.25,1,0.125,1,0.125,2,0.25,5,0.625,4,0.5,4,0.5,3,0.375,4,0.5,3,0.375
2025-09-10,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,2,2,1,1,1.43,1,0.53,2,10,9,0,1,3,0.375,4,0.5,3,0.375,2,0.25,1,0.125,1,0.125,2,0.25,5,0.625,4,0.5,4,0.5,3,0.375,4,0.5,3,0.375,3,0.375
2025-09-11,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,4,2,1,0,1.86,1.21,1.07,3,11,9,0,1,4,0.5,3,0.375,2,0.25,1,0.125,1,0.125,2,0.25,5,0.625,4,0.5,4,0.5,3,0.375,4,0.5,3,0.375,3,0.375,3,0.375
2025-09-12,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,3,4,1,0,2.14,1.43,1.07,4,12,9,0,1,3,0.375,2,0.25,1,0.125,1,0.125,2,0.25,5,0.625,4,0.5,4,0.5,3,0.375,4,0.5,3,0.375,3,0.375,3,0.375,5,0.625
2025-09-13,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,4,3,1,1,2.57,1.71,1.13,5,13,9,1,1,2,0.25,1,0.125,1,0.125,2,0.25,5,0.625,4,0.5,4,0.5,3,0.375,4,0.5,3,0.375,3,0.375,3,0.375,5,0.625,6,0.75
2025-09-14,29,Maternity,10,Madurai South PHC,PHC,4,8,2,6,0.25,3,4,2,0,2.86,1.86,0.9,6,14,9,1,1,1,0.125,1,0.125,2,0.25,5,0.625,4,0.5,4,0.5,3,0.375,4,0.5,3,0.375,3,0.375,3,0.375,5,0.625,6,0.75,4,0.5
2025-09-15,29,Maternity,10,Madurai South PHC,PHC,4,8,1,7,0.125,2,3,2,0,2.86,2,0.9,0,15,9,0,1,1,0.125,2,0.25,5,0.625,4,0.5,4,0.5,3,0.375,4,0.5,3,0.375,3,0.375,3,0.375,5,0.625,6,0.75,4,0.5,4,0.5
2025-09-16,29,Maternity,10,Madurai South PHC,PHC,4,8,1,7,0.125,1,2,2,2,2.71,2.07,1.11,1,16,9,0,1,2,0.25,5,0.625,4,0.5,4,0.5,3,0.375,4,0.5,3,0.375,3,0.375,3,0.375,5,0.625,6,0.75,4,0.5,4,0.5,3,0.375
2025-09-17,29,Maternity,10,Madurai South PHC,PHC,4,8,2,6,0.25,1,1,4,1,2.57,2,1.27,2,17,9,0,1,5,0.625,4,0.5,4,0.5,3,0.375,4,0.5,3,0.375,3,0.375,3,0.375,5,0.625,6,0.75,4,0.5,4,0.5,3,0.375,4,0.5
2025-09-18,29,Maternity,10,Madurai South PHC,PHC,4,8,5,3,0.625,2,1,3,1,2.29,2.07,1.11,3,18,9,0,1,4,0.5,4,0.5,3,0.375,4,0.5,3,0.375,3,0.375,3,0.375,5,0.625,6,0.75,4,0.5,4,0.5,3,0.375,4,0.5,4,0.5
2025-09-19,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,5,2,4,1,2.57,2.36,1.51,4,19,9,0,1,4,0.5,3,0.375,4,0.5,3,0.375,3,0.375,3,0.375,5,0.625,6,0.75,4,0.5,4,0.5,3,0.375,4,0.5,4,0.5,4,0.5
2025-09-20,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,4,5,3,1,2.57,2.57,1.51,5,20,9,1,1,3,0.375,4,0.5,3,0.375,3,0.375,3,0.375,5,0.625,6,0.75,4,0.5,4,0.5,3,0.375,4,0.5,4,0.5,4,0.5,5,0.625
2025-09-21,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,4,4,2,2,2.71,2.79,1.6,6,21,9,1,1,4,0.5,3,0.375,3,0.375,3,0.375,5,0.625,6,0.75,4,0.5,4,0.5,3,0.375,4,0.5,4,0.5,4,0.5,5,0.625,5,0.625
2025-09-22,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,3,4,1,2,2.86,2.86,1.57,0,22,9,0,1,3,0.375,3,0.375,3,0.375,5,0.625,6,0.75,4,0.5,4,0.5,3,0.375,4,0.5,4,0.5,4,0.5,5,0.625,5,0.625,5,0.625
2025-09-23,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,4,3,1,2,3.29,3,1.38,1,23,9,0,1,3,0.375,3,0.375,5,0.625,6,0.75,4,0.5,4,0.5,3,0.375,4,0.5,4,0.5,4,0.5,5,0.625,5,0.625,5,0.625,5,0.625
2025-09-24,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,3,4,2,4,3.57,3.07,0.98,2,24,9,0,1,3,0.375,5,0.625,6,0.75,4,0.5,4,0.5,3,0.375,4,0.5,4,0.5,4,0.5,5,0.625,5,0.625,5,0.625,5,0.625,4,0.5
2025-09-25,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,3,3,5,3,3.71,3,0.76,3,25,9,0,1,5,0.625,6,0.75,4,0.5,4,0.5,3,0.375,4,0.5,4,0.5,4,0.5,5,0.625,5,0.625,5,0.625,5,0.625,4,0.5,3,0.375
2025-09-26,29,Maternity,10,Madurai South PHC,PHC,4,8,5,3,0.625,3,3,4,4,3.43,3,0.53,4,26,9,0,1,6,0.75,4,0.5,4,0.5,3,0.375,4,0.5,4,0.5,4,0.5,5,0.625,5,0.625,5,0.625,5,0.625,4,0.5,3,0.375,5,0.625
2025-09-27,29,Maternity,10,Madurai South PHC,PHC,4,8,6,2,0.75,5,3,4,3,3.57,3.07,0.79,5,27,9,1,1,4,0.5,4,0.5,3,0.375,4,0.5,4,0.5,4,0.5,5,0.625,5,0.625,5,0.625,5,0.625,4,0.5,3,0.375,5,0.625,6,0.75
2025-09-28,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,6,5,3,2,3.86,3.29,1.21,6,28,9,1,1,4,0.5,3,0.375,4,0.5,4,0.5,4,0.5,5,0.625,5,0.625,5,0.625,5,0.625,4,0.5,3,0.375,5,0.625,6,0.75,5,0.625
2025-09-29,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,4,6,4,1,4,3.43,1.15,0,29,9,0,1,3,0.375,4,0.5,4,0.5,4,0.5,5,0.625,5,0.625,5,0.625,5,0.625,4,0.5,3,0.375,5,0.625,6,0.75,5,0.625,4,0.5
2025-09-30,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,4,4,3,1,4,3.64,1.15,1,30,9,0,1,4,0.5,4,0.5,4,0.5,5,0.625,5,0.625,5,0.625,5,0.625,4,0.5,3,0.375,5,0.625,6,0.75,5,0.625,4,0.5,4,0.5
2025-10-01,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,3,4,3,2,4,3.79,1.15,2,1,10,0,1,4,0.5,4,0.5,5,0.625,5,0.625,5,0.625,5,0.625,4,0.5,3,0.375,5,0.625,6,0.75,5,0.625,4,0.5,4,0.5,4,0.5
2025-10-02,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,4,3,3,5,4.14,3.93,1.07,3,2,10,0,1,4,0.5,5,0.625,5,0.625,5,0.625,5,0.625,4,0.5,3,0.375,5,0.625,6,0.75,5,0.625,4,0.5,4,0.5,4,0.5,5,0.625
2025-10-03,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,4,4,5,4,4.29,3.86,0.95,4,3,10,0,1,5,0.625,5,0.625,5,0.625,5,0.625,4,0.5,3,0.375,5,0.625,6,0.75,5,0.625,4,0.5,4,0.5,4,0.5,5,0.625,3,0.375
2025-10-04,29,Maternity,10,Madurai South PHC,PHC,4,8,5,3,0.625,4,4,6,4,4.14,3.86,0.9,5,4,10,1,1,5,0.625,5,0.625,5,0.625,4,0.5,3,0.375,5,0.625,6,0.75,5,0.625,4,0.5,4,0.5,4,0.5,5,0.625,3,0.375,2,0.25
2025-10-05,29,Maternity,10,Madurai South PHC,PHC,4,8,5,3,0.625,5,4,4,3,4,3.93,0.58,6,5,10,1,1,5,0.625,5,0.625,4,0.5,3,0.375,5,0.625,6,0.75,5,0.625,4,0.5,4,0.5,4,0.5,5,0.625,3,0.375,2,0.25,2,0.25
2025-10-06,29,Maternity,10,Madurai South PHC,PHC,4,8,5,3,0.625,5,5,4,4,4.14,4.07,0.69,0,6,10,0,1,5,0.625,4,0.5,3,0.375,5,0.625,6,0.75,5,0.625,4,0.5,4,0.5,4,0.5,5,0.625,3,0.375,2,0.25,2,0.25,2,0.25
2025-10-07,29,Maternity,10,Madurai South PHC,PHC,4,8,5,3,0.625,5,5,3,3,4.29,4.14,0.76,1,7,10,0,1,4,0.5,3,0.375,5,0.625,6,0.75,5,0.625,4,0.5,4,0.5,4,0.5,5,0.625,3,0.375,2,0.25,2,0.25,2,0.25,3,0.375
2025-10-08,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,5,5,4,3,4.57,4.29,0.53,2,8,10,0,1,3,0.375,5,0.625,6,0.75,5,0.625,4,0.5,4,0.5,4,0.5,5,0.625,3,0.375,2,0.25,2,0.25,2,0.25,3,0.375,5,0.625
2025-10-09,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,4,5,4,3,4.57,4.36,0.53,3,9,10,0,1,5,0.625,6,0.75,5,0.625,4,0.5,4,0.5,4,0.5,5,0.625,3,0.375,2,0.25,2,0.25,2,0.25,3,0.375,5,0.625,6,0.75
2025-10-10,29,Maternity,10,Madurai South PHC,PHC,4,8,5,3,0.625,3,4,4,5,4.43,4.36,0.79,4,10,10,0,1,6,0.75,5,0.625,4,0.5,4,0.5,4,0.5,5,0.625,3,0.375,2,0.25,2,0.25,2,0.25,3,0.375,5,0.625,6,0.75,4,0.5
2025-10-11,29,Maternity,10,Madurai South PHC,PHC,4,8,6,2,0.75,5,3,5,6,4.57,4.36,0.79,5,11,10,1,1,5,0.625,4,0.5,4,0.5,4,0.5,5,0.625,3,0.375,2,0.25,2,0.25,2,0.25,3,0.375,5,0.625,6,0.75,4,0.5,5,0.625
2025-10-12,29,Maternity,10,Madurai South PHC,PHC,4,8,5,3,0.625,6,5,5,4,4.71,4.36,0.95,6,12,10,1,1,4,0.5,4,0.5,4,0.5,5,0.625,3,0.375,2,0.25,2,0.25,2,0.25,3,0.375,5,0.625,6,0.75,4,0.5,5,0.625,4,0.5
2025-10-13,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,5,6,5,4,4.71,4.43,0.95,0,13,10,0,1,4,0.5,4,0.5,5,0.625,3,0.375,2,0.25,2,0.25,2,0.25,3,0.375,5,0.625,6,0.75,4,0.5,5,0.625,4,0.5,4,0.5
2025-10-14,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,4,5,5,3,4.57,4.43,0.98,1,14,10,0,1,4,0.5,5,0.625,3,0.375,2,0.25,2,0.25,2,0.25,3,0.375,5,0.625,6,0.75,4,0.5,5,0.625,4,0.5,4,0.5,3,0.375
2025-10-15,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,4,4,4,4,4.43,4.5,0.98,2,15,10,0,1,5,0.625,3,0.375,2,0.25,2,0.25,2,0.25,3,0.375,5,0.625,6,0.75,4,0.5,5,0.625,4,0.5,4,0.5,3,0.375,2,0.25
2025-10-16,29,Maternity,10,Madurai South PHC,PHC,4,8,5,3,0.625,4,4,3,4,4.43,4.5,0.98,3,16,10,0,1,3,0.375,2,0.25,2,0.25,2,0.25,3,0.375,5,0.625,6,0.75,4,0.5,5,0.625,4,0.5,4,0.5,3,0.375,2,0.25,1,0.125
2025-10-17,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,5,4,5,4,4.71,4.57,0.76,4,17,10,0,1,2,0.25,2,0.25,2,0.25,3,0.375,5,0.625,6,0.75,4,0.5,5,0.625,4,0.5,4,0.5,3,0.375,2,0.25,1,0.125,3,0.375
2025-10-18,29,Maternity,10,Madurai South PHC,PHC,4,8,2,6,0.25,3,5,6,5,4.43,4.5,0.98,5,18,10,1,1,2,0.25,2,0.25,3,0.375,5,0.625,6,0.75,4,0.5,5,0.625,4,0.5,4,0.5,3,0.375,2,0.25,1,0.125,3,0.375,2,0.25
2025-10-19,29,Maternity,10,Madurai South PHC,PHC,4,8,2,6,0.25,2,3,5,5,3.86,4.29,1.07,6,19,10,1,1,2,0.25,3,0.375,5,0.625,6,0.75,4,0.5,5,0.625,4,0.5,4,0.5,3,0.375,2,0.25,1,0.125,3,0.375,2,0.25,2,0.25
2025-10-20,29,Maternity,10,Madurai South PHC,PHC,4,8,2,6,0.25,2,2,4,5,3.43,4.07,1.13,0,20,10,0,1,3,0.375,5,0.625,6,0.75,4,0.5,5,0.625,4,0.5,4,0.5,3,0.375,2,0.25,1,0.125,3,0.375,2,0.25,2,0.25,4,0.5
2025-10-21,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,2,2,4,5,3.14,3.86,1.21,1,21,10,0,1,5,0.625,6,0.75,4,0.5,5,0.625,4,0.5,4,0.5,3,0.375,2,0.25,1,0.125,3,0.375,2,0.25,2,0.25,4,0.5,5,0.625
2025-10-22,29,Maternity,10,Madurai South PHC,PHC,4,8,5,3,0.625,3,2,4,4,3,3.71,1.15,2,22,10,0,1,6,0.75,4,0.5,5,0.625,4,0.5,4,0.5,3,0.375,2,0.25,1,0.125,3,0.375,2,0.25,2,0.25,4,0.5,5,0.625,3,0.375
2025-10-23,29,Maternity,10,Madurai South PHC,PHC,4,8,6,2,0.75,5,3,5,3,3.14,3.79,1.35,3,23,10,0,1,4,0.5,5,0.625,4,0.5,4,0.5,3,0.375,2,0.25,1,0.125,3,0.375,2,0.25,2,0.25,4,0.5,5,0.625,3,0.375,5,0.625
2025-10-24,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,6,5,3,5,3.29,4,1.6,4,24,10,0,1,5,0.625,4,0.5,4,0.5,3,0.375,2,0.25,1,0.125,3,0.375,2,0.25,2,0.25,4,0.5,5,0.625,3,0.375,5,0.625,3,0.375
2025-10-25,29,Maternity,10,Madurai South PHC,PHC,4,8,5,3,0.625,4,6,2,6,3.43,3.93,1.62,5,25,10,1,1,4,0.5,4,0.5,3,0.375,2,0.25,1,0.125,3,0.375,2,0.25,2,0.25,4,0.5,5,0.625,3,0.375,5,0.625,3,0.375,3,0.375
2025-10-26,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,5,4,2,5,3.86,3.86,1.57,6,26,10,1,1,4,0.5,3,0.375,2,0.25,1,0.125,3,0.375,2,0.25,2,0.25,4,0.5,5,0.625,3,0.375,5,0.625,3,0.375,3,0.375,3,0.375
2025-10-27,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,4,5,2,4,4.14,3.79,1.35,0,27,10,0,1,3,0.375,2,0.25,1,0.125,3,0.375,2,0.25,2,0.25,4,0.5,5,0.625,3,0.375,5,0.625,3,0.375,3,0.375,3,0.375,3,0.375
2025-10-28,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,4,4,3,4,4.43,3.79,0.98,1,28,10,0,1,2,0.25,1,0.125,3,0.375,2,0.25,2,0.25,4,0.5,5,0.625,3,0.375,5,0.625,3,0.375,3,0.375,3,0.375,3,0.375,3,0.375
2025-10-29,29,Maternity,10,Madurai South PHC,PHC,4,8,2,6,0.25,3,4,5,4,4.43,3.71,0.98,2,29,10,0,1,1,0.125,3,0.375,2,0.25,2,0.25,4,0.5,5,0.625,3,0.375,5,0.625,3,0.375,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5
2025-10-30,29,Maternity,10,Madurai South PHC,PHC,4,8,1,7,0.125,2,3,6,5,4,3.57,1.29,3,30,10,0,1,3,0.375,2,0.25,2,0.25,4,0.5,5,0.625,3,0.375,5,0.625,3,0.375,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,3,0.375
2025-10-31,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,1,2,4,3,3.29,3.29,1.38,4,31,10,0,1,2,0.25,2,0.25,4,0.5,5,0.625,3,0.375,5,0.625,3,0.375,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,3,0.375,2,0.25
2025-11-01,29,Maternity,10,Madurai South PHC,PHC,4,8,2,6,0.25,3,1,5,2,3.14,3.29,1.35,5,1,11,1,1,2,0.25,4,0.5,5,0.625,3,0.375,5,0.625,3,0.375,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,3,0.375,2,0.25,0,0.0
2025-11-02,29,Maternity,10,Madurai South PHC,PHC,4,8,2,6,0.25,2,3,4,2,2.71,3.29,1.11,6,2,11,1,1,4,0.5,5,0.625,3,0.375,5,0.625,3,0.375,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,3,0.375,2,0.25,0,0.0,1,0.125
2025-11-03,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,2,2,4,2,2.43,3.29,0.98,0,3,11,0,1,5,0.625,3,0.375,5,0.625,3,0.375,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,3,0.375,2,0.25,0,0.0,1,0.125,2,0.25
2025-11-04,29,Maternity,10,Madurai South PHC,PHC,4,8,5,3,0.625,4,2,3,3,2.43,3.43,0.98,1,4,11,0,1,3,0.375,5,0.625,3,0.375,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,3,0.375,2,0.25,0,0.0,1,0.125,2,0.25,2,0.25
2025-11-05,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,5,4,2,5,2.71,3.57,1.38,2,5,11,0,1,5,0.625,3,0.375,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,3,0.375,2,0.25,0,0.0,1,0.125,2,0.25,2,0.25,2,0.25
2025-11-06,29,Maternity,10,Madurai South PHC,PHC,4,8,5,3,0.625,3,5,1,6,2.86,3.43,1.35,3,6,11,0,1,3,0.375,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,3,0.375,2,0.25,0,0.0,1,0.125,2,0.25,2,0.25,2,0.25,3,0.375
2025-11-07,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,5,3,3,4,3.43,3.36,1.27,4,7,11,0,1,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,3,0.375,2,0.25,0,0.0,1,0.125,2,0.25,2,0.25,2,0.25,3,0.375,3,0.375
2025-11-08,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,3,5,2,5,3.43,3.29,1.27,5,8,11,1,1,3,0.375,3,0.375,3,0.375,4,0.5,3,0.375,2,0.25,0,0.0,1,0.125,2,0.25,2,0.25,2,0.25,3,0.375,3,0.375,3,0.375
2025-11-09,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,3,3,2,4,3.57,3.14,1.13,6,9,11,1,1,3,0.375,3,0.375,4,0.5,3,0.375,2,0.25,0,0.0,1,0.125,2,0.25,2,0.25,2,0.25,3,0.375,3,0.375,3,0.375,3,0.375
2025-11-10,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,3,3,4,4,3.71,3.07,0.95,0,10,11,0,1,3,0.375,4,0.5,3,0.375,2,0.25,0,0.0,1,0.125,2,0.25,2,0.25,2,0.25,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5
2025-11-11,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,3,3,5,3,3.57,3,0.98,1,11,11,0,1,4,0.5,3,0.375,2,0.25,0,0.0,1,0.125,2,0.25,2,0.25,2,0.25,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,4,0.5
2025-11-12,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,3,3,3,2,3.29,3,0.76,2,12,11,0,1,3,0.375,2,0.25,0,0.0,1,0.125,2,0.25,2,0.25,2,0.25,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,4,0.5,3,0.375
2025-11-13,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,4,3,5,1,3.43,3.14,0.79,3,13,11,0,1,2,0.25,0,0.0,1,0.125,2,0.25,2,0.25,2,0.25,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,4,0.5,3,0.375,5,0.625
2025-11-14,29,Maternity,10,Madurai South PHC,PHC,4,8,2,6,0.25,3,4,3,3,3.14,3.29,0.38,4,14,11,0,1,0,0.0,1,0.125,2,0.25,2,0.25,2,0.25,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,4,0.5,3,0.375,5,0.625,5,0.625
2025-11-15,29,Maternity,10,Madurai South PHC,PHC,4,8,0,8,0.0,2,3,3,2,3,3.21,0.58,5,15,11,1,1,1,0.125,2,0.25,2,0.25,2,0.25,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,4,0.5,3,0.375,5,0.625,5,0.625,6,0.75
2025-11-16,29,Maternity,10,Madurai South PHC,PHC,4,8,1,7,0.125,0,2,3,2,2.57,3.07,1.27,6,16,11,1,1,2,0.25,2,0.25,2,0.25,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,4,0.5,3,0.375,5,0.625,5,0.625,6,0.75,4,0.5
2025-11-17,29,Maternity,10,Madurai South PHC,PHC,4,8,2,6,0.25,1,0,3,4,2.29,3,1.38,0,17,11,0,1,2,0.25,2,0.25,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,4,0.5,3,0.375,5,0.625,5,0.625,6,0.75,4,0.5,2,0.25
2025-11-18,29,Maternity,10,Madurai South PHC,PHC,4,8,2,6,0.25,2,1,3,5,2.14,2.86,1.35,1,18,11,0,1,2,0.25,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,4,0.5,3,0.375,5,0.625,5,0.625,6,0.75,4,0.5,2,0.25,2,0.25
2025-11-19,29,Maternity,10,Madurai South PHC,PHC,4,8,2,6,0.25,2,2,4,3,2,2.64,1.29,2,19,11,0,1,3,0.375,3,0.375,3,0.375,3,0.375,4,0.5,4,0.5,3,0.375,5,0.625,5,0.625,6,0.75,4,0.5,2,0.25,2,0.25,2,0.25
2025-11-20,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,2,2,3,5,1.71,2.57,0.95,3,20,11,0,1,3,0.375,3,0.375,3,0.375,4,0.5,4,0.5,3,0.375,5,0.625,5,0.625,6,0.75,4,0.5,2,0.25,2,0.25,2,0.25,2,0.25
2025-11-21,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,3,2,2,3,1.71,2.43,0.95,4,21,11,0,1,3,0.375,3,0.375,4,0.5,4,0.5,3,0.375,5,0.625,5,0.625,6,0.75,4,0.5,2,0.25,2,0.25,2,0.25,2,0.25,1,0.125
2025-11-22,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,3,3,0,3,1.86,2.43,1.07,5,22,11,1,1,3,0.375,4,0.5,4,0.5,3,0.375,5,0.625,5,0.625,6,0.75,4,0.5,2,0.25,2,0.25,2,0.25,2,0.25,1,0.125,2,0.25
2025-11-23,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,3,3,1,3,2.29,2.43,0.76,6,23,11,1,1,4,0.5,4,0.5,3,0.375,5,0.625,5,0.625,6,0.75,4,0.5,2,0.25,2,0.25,2,0.25,2,0.25,1,0.125,2,0.25,4,0.5
2025-11-24,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,3,3,2,3,2.57,2.43,0.53,0,24,11,0,1,4,0.5,3,0.375,5,0.625,5,0.625,6,0.75,4,0.5,2,0.25,2,0.25,2,0.25,2,0.25,1,0.125,2,0.25,4,0.5,3,0.375
2025-11-25,29,Maternity,10,Madurai South PHC,PHC,4,8,4,4,0.5,4,3,2,3,2.86,2.5,0.69,1,25,11,0,1,3,0.375,5,0.625,5,0.625,6,0.75,4,0.5,2,0.25,2,0.25,2,0.25,2,0.25,1,0.125,2,0.25,4,0.5,3,0.375,2,0.25
2025-11-26,29,Maternity,10,Madurai South PHC,PHC,4,8,3,5,0.375,4,4,2,4,3.14,2.57,0.69,2,26,11,0,1,5,0.625,5,0.625,6,0.75,4,0.5,2,0.25,2,0.25,2,0.25,2,0.25,1,0.125,2,0.25,4,0.5,3,0.375,2,0.25,3,0.375
2025-11-27,29,Maternity,10,Madurai South PHC,PHC,4,8,5,3,0.625,3,4,3,3,3.29,2.5,0.49,3,27,11,0,1,5,0.625,6,0.75,4,0.5,2,0.25,2,0.25,2,0.25,2,0.25,1,0.125,2,0.25,4,0.5,3,0.375,2,0.25,3,0.375,3,0.375
2025-11-28,29,Maternity,10,Madurai South PHC,PHC,4,8,5,3,0.625,5,3,3,2,3.57,2.64,0.79,4,28,11,0,1,6,0.75,4,0.5,2,0.25,2,0.25,2,0.25,2,0.25,1,0.125,2,0.25,4,0.5,3,0.375,2,0.25,3,0.375,3,0.375,3,0.375
2025-11-29,29,Maternity,10,Madurai South PHC,PHC,4,8,6,2,0.75,5,5,3,0,3.86,2.86,0.9,5,29,11,1,1,4,0.5,2,0.25,2,0.25,2,0.25,2,0.25,1,0.125,2,0.25,4,0.5,3,0.375,2,0.25,3,0.375,3,0.375,3,0.375,3,0.375
